-61.80645473,58.8393765,0
-61.80645473,58.8393765,0
-61.62493329,58.64257155,0
-61.62493329,58.64257155,0
-61.218635,58.08619705,0
-61.218635,58.08619705,0
-60.68581046,56.97461705,0
-60.68581046,56.97461705,0
-60.24580103,55.27876775,0
-60.24580103,55.27876775,0
-60.03027777,50.54118064,0
-60.03027777,50.54118064,0
-60.55315899,44.64679366,0
-60.55315899,44.64679366,0
-61.32051723,38.61574479,0
-61.32051723,38.61574479,0
-61.95243943,33.27022854,0
-61.95243943,33.27022854,0
-62.33326767,29.13584967,0
-62.33326767,29.13584967,0
-62.61294748,24.18156826,0
-62.61294748,24.18156826,0
-62.66503693,19.62740759,0
-62.66503693,19.62740759,0
-62.54014176,15.87349653,0
-62.54014176,15.87349653,0
-62.19378307,11.59425965,0
-62.19378307,11.59425965,0
-61.63558602,7.467559001,0
-61.63558602,7.467559001,0
-61.48675979,6.590651115,0
-61.48675979,6.590651115,0
-61.47417162,6.519321375,0
-61.47417162,6.519321375,0
-61.38831887,6.043471122,0
-61.38831887,6.043471122,0
-60.91620195,3.696706418,0
-60.91620195,3.696706418,0
-60.11730149,0.427802913,0
-60.11730149,0.427802913,0
-58.99738427,-3.278209211,0
-58.99738427,-3.278209211,0
-58.16538635,-5.612407711,0
-58.16538635,-5.612407711,0
-58.21712058,-5.475285819,0
-58.21712058,-5.475285819,0
-58.25163912,-5.383252681,0
-58.25163912,-5.383252681,0
-58.28652639,-5.289790032,0
-58.28652639,-5.289790032,0
-58.28961287,-5.281499623,0
-58.28961287,-5.281499623,0
-58.34720492,-5.126148299,0
-58.34720492,-5.126148299,0
-58.29693421,-5.261819931,0
-58.29693421,-5.261819931,0
-58.34656659,-5.12787701,0
-58.34656659,-5.12787701,0
-58.26242117,-5.354415827,0
-58.26242117,-5.354415827,0
-58.17812206,-5.578741257,0
-58.17812206,-5.578741257,0
-58.01060053,-6.017003652,0
-58.01060053,-6.017003652,0
-57.64703755,-6.93585378,0
-57.64703755,-6.93585378,0
-56.95707895,-8.571665746,0
-56.95707895,-8.571665746,0
-56.25583471,-10.11026409,0
-56.25583471,-10.11026409,0
-55.31191755,-12.01716605,0
-55.31191755,-12.01716605,0
-54.58325085,-13.38004173,0
-54.58325085,-13.38004173,0
-54.21299449,-14.04052999,0
-54.21299449,-14.04052999,0
-53.41167331,-15.40362644,0
-53.41167331,-15.40362644,0
-52.77954171,-16.42061452,0
-52.77954171,-16.42061452,0
-51.9346319,-17.70796622,0
-51.9346319,-17.70796622,0
-51.28610625,-18.64525923,0
-51.28610625,-18.64525923,0
-50.8378628,-19.26927641,0
-50.8378628,-19.26927641,0
-50.5428667,-19.66989063,0
-50.5428667,-19.66989063,0
-50.76131753,-19.37397962,0
-50.76131753,-19.37397962,0
-50.91525476,-19.16287162,0
-50.91525476,-19.16287162,0
-51.42834096,-18.44326219,0
-51.42834096,-18.44326219,0
-52.12037122,-17.43161897,0
-52.12037122,-17.43161897,0
-53.04996275,-15.99149053,0
-53.04996275,-15.99149053,0
-54.75100064,-13.07393088,0
-54.75100064,-13.07393088,0
-56.69126601,-9.16843462,0
-56.69126601,-9.16843462,0
-58.28414601,-5.296181419,0
-58.28414601,-5.296181419,0
-59.38208416,-2.091201202,0
-59.38208416,-2.091201202,0
-60.01252295,0.045148701,0
-60.01252295,0.045148701,0
-60.41870057,1.581566035,0
-60.41870057,1.581566035,0
-61.14363566,4.776573713,0
-61.14363566,4.776573713,0
-61.50516333,6.695685664,0
-61.50516333,6.695685664,0
-61.73302201,8.079533628,0
-61.73302201,8.079533628,0
-61.79463368,8.484508533,0
-61.79463368,8.484508533,0
-61.80355219,8.54439432,0
-61.80355219,8.54439432,0
-61.86267684,8.950114323,0
-61.86267684,8.950114323,0
-61.91963929,9.356454581,0
-61.91963929,9.356454581,0
-61.78459264,8.417478948,0
-61.78459264,8.417478948,0
-61.63626509,7.471712953,0
-61.63626509,7.471712953,0
-61.32296317,5.692869843,0
-61.32296317,5.692869843,0
-60.6425965,2.496895616,0
-60.6425965,2.496895616,0
-59.85742553,-0.505622423,0
-59.85742553,-0.505622423,0
-57.6564754,-6.912530863,0
-57.6564754,-6.912530863,0
-53.99299445,-14.42351454,0
-53.99299445,-14.42351454,0
-48.59548351,-22.13221256,0
-48.59548351,-22.13221256,0
-40.12250671,-30.07743117,0
-40.12250671,-30.07743117,0
-32.40276749,-34.53602918,0
-32.40276749,-34.53602918,0
-25.0881832,-36.83227158,0
-25.0881832,-36.83227158,0
-19.01082929,-37.29318731,0
-19.01082929,-37.29318731,0
-12.45294908,-35.60690519,0
-12.45294908,-35.60690519,0
-11.01177661,-34.51355076,0
-11.01177661,-34.51355076,0
-9.96992199,-32.85379572,0
-9.96992199,-32.85379572,0
-10.26281468,-33.53140726,0
-10.26281468,-33.53140726,0
-10.44693665,-33.83029011,0
-10.44693665,-33.83029011,0
-10.64349573,-34.09847713,0
-10.64349573,-34.09847713,0
-10.81020189,-34.29784898,0
-10.81020189,-34.29784898,0
-11.65787569,-35.07846324,0
-11.65787569,-35.07846324,0
-12.71628791,-35.7541803,0
-12.71628791,-35.7541803,0
-14.19042907,-36.40272987,0
-14.19042907,-36.40272987,0
-16.7735423,-37.05816247,0
-16.7735423,-37.05816247,0
-23.0909109,-37.13984325,0
-23.0909109,-37.13984325,0
-28.12885046,-36.09723634,0
-28.12885046,-36.09723634,0
-31.77091031,-34.80577091,0
-31.77091031,-34.80577091,0
-34.54142509,-33.52050202,0
-34.54142509,-33.52050202,0
-35.80711037,-32.84312521,0
-35.80711037,-32.84312521,0
-36.11934838,-32.66704786,0
-36.11934838,-32.66704786,0
-35.80472928,-32.84445417,0
